CVTA_ID,SampleDateTime,ForkLength,LAD_Race,Genetic_Assignment,Prob_Assignment,Spring_Pop_Assignment,Facility,Date_Assigned
C250629CVP,2025-05-04T02:00:00Z,136,Spring,Fall,0.958,NA,CVP,2025-05-15
C250631CVP,2025-05-04T02:00:00Z,84,Fall,Fall,0.879,NA,CVP,2025-05-15
C250633CVP,2025-05-04T02:00:00Z,92,Spring,Fall,0.822,NA,CVP,2025-05-15
C250630CVP,2025-05-04T02:00:00Z,91,Spring,Fall,0.777,NA,CVP,2025-05-15
C250634CVP,2025-05-04T02:00:00Z,84,Fall,Fall,0.653,NA,CVP,2025-05-15
C250632CVP,2025-05-04T02:00:00Z,89,Fall,Fall,0.579,NA,CVP,2025-05-15
C250638CVP,2025-05-04T08:00:00Z,77,Fall,Fall,0.994,NA,CVP,2025-05-15
C250636CVP,2025-05-04T08:00:00Z,81,Fall,Fall,0.956,NA,CVP,2025-05-15
C250637CVP,2025-05-04T08:00:00Z,79,Fall,Fall,0.943,NA,CVP,2025-05-15
C250635CVP,2025-05-04T08:00:00Z,83,Fall,Fall,0.853,NA,CVP,2025-05-15
C250639CVP,2025-05-04T10:00:00Z,96,Spring,Fall,0.956,NA,CVP,2025-05-15
C250640CVP,2025-05-04T10:00:00Z,77,Fall,Fall,0.687,NA,CVP,2025-05-15
C250641CVP,2025-05-04T12:00:00Z,84,Fall,Fall,0.867,NA,CVP,2025-05-15
C250644CVP,2025-05-04T14:00:00Z,71,Fall,Fall,1,NA,CVP,2025-05-15
C250645CVP,2025-05-04T14:00:00Z,82,Fall,Fall,0.933,NA,CVP,2025-05-15
C250642CVP,2025-05-04T14:00:00Z,77,Fall,Fall,0.666,NA,CVP,2025-05-15
C250646CVP,2025-05-04T14:00:00Z,83,Fall,Fall,0.5,NA,CVP,2025-05-15
C250643CVP,2025-05-04T14:00:00Z,83,Fall,Fall,0.44,NA,CVP,2025-05-15
C250649CVP,2025-05-04T16:00:00Z,86,Fall,Fall,0.996,NA,CVP,2025-05-15
C250647CVP,2025-05-04T16:00:00Z,92,Spring,Fall,0.983,NA,CVP,2025-05-15
C250650CVP,2025-05-04T16:00:00Z,81,Fall,Fall,0.769,NA,CVP,2025-05-15
C250648CVP,2025-05-04T16:00:00Z,88,Fall,Fall,0.566,NA,CVP,2025-05-15
C250651CVP,2025-05-04T20:00:00Z,84,Fall,Fall,0.609,NA,CVP,2025-05-15
C250669CVP,2025-05-04T22:00:00Z,78,Fall,Fall,0.985,NA,CVP,2025-05-15
C250677CVP,2025-05-04T22:00:00Z,88,Fall,Fall,0.984,NA,CVP,2025-05-15
C250660CVP,2025-05-04T22:00:00Z,73,Fall,Fall,0.979,NA,CVP,2025-05-15
C250672CVP,2025-05-04T22:00:00Z,81,Fall,Fall,0.978,NA,CVP,2025-05-15
C250671CVP,2025-05-04T22:00:00Z,84,Fall,Fall,0.973,NA,CVP,2025-05-15
C250652CVP,2025-05-04T22:00:00Z,86,Fall,Fall,0.955,NA,CVP,2025-05-15
C250664CVP,2025-05-04T22:00:00Z,90,Fall,Fall,0.948,NA,CVP,2025-05-15
C250662CVP,2025-05-04T22:00:00Z,82,Fall,Fall,0.946,NA,CVP,2025-05-15
C250656CVP,2025-05-04T22:00:00Z,77,Fall,Fall,0.942,NA,CVP,2025-05-15
C250673CVP,2025-05-04T22:00:00Z,82,Fall,Fall,0.931,NA,CVP,2025-05-15
C250674CVP,2025-05-04T22:00:00Z,82,Fall,Fall,0.913,NA,CVP,2025-05-15
C250668CVP,2025-05-04T22:00:00Z,82,Fall,Fall,0.905,NA,CVP,2025-05-15
C250675CVP,2025-05-04T22:00:00Z,75,Fall,Fall,0.874,NA,CVP,2025-05-15
C250653CVP,2025-05-04T22:00:00Z,80,Fall,Fall,0.874,NA,CVP,2025-05-15
C250658CVP,2025-05-04T22:00:00Z,79,Fall,Fall,0.86,NA,CVP,2025-05-15
C250676CVP,2025-05-04T22:00:00Z,84,Fall,Fall,0.813,NA,CVP,2025-05-15
C250670CVP,2025-05-04T22:00:00Z,88,Fall,Fall,0.803,NA,CVP,2025-05-15
C250665CVP,2025-05-04T22:00:00Z,84,Fall,Fall,0.698,NA,CVP,2025-05-15
C250666CVP,2025-05-04T22:00:00Z,97,Spring,Fall,0.695,NA,CVP,2025-05-15
C250655CVP,2025-05-04T22:00:00Z,84,Fall,Fall,0.691,NA,CVP,2025-05-15
C250667CVP,2025-05-04T22:00:00Z,85,Fall,Fall,0.65,NA,CVP,2025-05-15
C250659CVP,2025-05-04T22:00:00Z,77,Fall,Fall,0.595,NA,CVP,2025-05-15
C250661CVP,2025-05-04T22:00:00Z,75,Fall,Fall,0.538,NA,CVP,2025-05-15
C250654CVP,2025-05-04T22:00:00Z,103,Spring,Fall,0.511,NA,CVP,2025-05-15
C250657CVP,2025-05-04T22:00:00Z,91,Spring,Fall,0.49,NA,CVP,2025-05-15
C250682CVP,2025-05-04T23:59:00Z,94,Spring,Fall,0.947,NA,CVP,2025-05-15
C250688CVP,2025-05-04T23:59:00Z,95,Spring,Fall,0.943,NA,CVP,2025-05-15
C250689CVP,2025-05-04T23:59:00Z,87,Fall,Fall,0.86,NA,CVP,2025-05-15
C250678CVP,2025-05-04T23:59:00Z,99,Spring,Fall,0.838,NA,CVP,2025-05-15
C250680CVP,2025-05-04T23:59:00Z,92,Spring,Fall,0.819,NA,CVP,2025-05-15
C250679CVP,2025-05-04T23:59:00Z,90,Fall,Fall,0.751,NA,CVP,2025-05-15
C250687CVP,2025-05-04T23:59:00Z,88,Fall,Fall,0.731,NA,CVP,2025-05-15
C250684CVP,2025-05-04T23:59:00Z,88,Fall,Fall,0.685,NA,CVP,2025-05-15
C250681CVP,2025-05-04T23:59:00Z,92,Spring,Fall,0.559,NA,CVP,2025-05-15
C250685CVP,2025-05-04T23:59:00Z,83,Fall,Fall,0.511,NA,CVP,2025-05-15
C250683CVP,2025-05-04T23:59:00Z,94,Spring,Fall,0.506,NA,CVP,2025-05-15
C250686CVP,2025-05-04T23:59:00Z,87,Fall,Fall,0.363,NA,CVP,2025-05-15
C250692CVP,2025-05-05T02:00:00Z,96,Spring,Fall,0.999,NA,CVP,2025-05-15
C250698CVP,2025-05-05T02:00:00Z,95,Spring,Fall,0.997,NA,CVP,2025-05-15
C250691CVP,2025-05-05T02:00:00Z,85,Fall,Fall,0.98,NA,CVP,2025-05-15
C250695CVP,2025-05-05T02:00:00Z,86,Fall,Fall,0.979,NA,CVP,2025-05-15
C250697CVP,2025-05-05T02:00:00Z,93,Spring,Fall,0.96,NA,CVP,2025-05-15
C250699CVP,2025-05-05T02:00:00Z,88,Fall,Fall,0.931,NA,CVP,2025-05-15
C250694CVP,2025-05-05T02:00:00Z,95,Spring,Fall,0.927,NA,CVP,2025-05-15
C250693CVP,2025-05-05T02:00:00Z,97,Spring,Fall,0.815,NA,CVP,2025-05-15
C250701CVP,2025-05-05T02:00:00Z,85,Fall,Fall,0.655,NA,CVP,2025-05-15
C250696CVP,2025-05-05T02:00:00Z,94,Spring,Fall,0.652,NA,CVP,2025-05-15
C250703CVP,2025-05-05T02:00:00Z,92,Spring,Fall,0.58,NA,CVP,2025-05-15
C250690CVP,2025-05-05T02:00:00Z,87,Fall,Fall,0.491,NA,CVP,2025-05-15
C250700CVP,2025-05-05T02:00:00Z,91,Fall,Fall,0.408,NA,CVP,2025-05-15
C250702CVP,2025-05-05T02:00:00Z,93,Spring,Fall,0.899,NA,CVP,2025-07-28
C250704CVP,2025-05-05T04:00:00Z,86,Fall,Fall,0.991,NA,CVP,2025-05-15
C250705CVP,2025-05-05T04:00:00Z,88,Fall,Fall,0.934,NA,CVP,2025-05-15
C250707CVP,2025-05-05T04:00:00Z,87,Fall,Fall,0.833,NA,CVP,2025-05-15
C250706CVP,2025-05-05T04:00:00Z,96,Spring,Fall,0.756,NA,CVP,2025-05-15
C250709CVP,2025-05-05T06:00:00Z,94,Spring,Fall,0.991,NA,CVP,2025-05-15
C250712CVP,2025-05-05T06:00:00Z,92,Spring,Fall,0.977,NA,CVP,2025-05-15
C250708CVP,2025-05-05T06:00:00Z,81,Fall,Fall,0.971,NA,CVP,2025-05-15
C250710CVP,2025-05-05T06:00:00Z,86,Fall,Fall,0.756,NA,CVP,2025-05-15
C250711CVP,2025-05-05T06:00:00Z,90,Fall,Fall,0.613,NA,CVP,2025-05-15
C250713CVP,2025-05-05T08:00:00Z,78,Fall,Fall,0.695,NA,CVP,2025-05-15
C250714CVP,2025-05-05T16:00:00Z,93,Spring,Fall,0.905,NA,CVP,2025-05-20
C250718CVP,2025-05-05T18:00:00Z,101,Spring,Fall,0.964,NA,CVP,2025-05-20
C250715CVP,2025-05-05T18:00:00Z,81,Fall,Fall,0.921,NA,CVP,2025-05-20
C250717CVP,2025-05-05T18:00:00Z,93,Spring,Fall,0.756,NA,CVP,2025-05-20
C250719CVP,2025-05-05T18:00:00Z,81,Fall,Fall,0.75,NA,CVP,2025-05-20
C250716CVP,2025-05-05T18:00:00Z,83,Fall,Fall,0.737,NA,CVP,2025-05-20
C250720CVP,2025-05-05T18:00:00Z,78,Fall,Fall,0.581,NA,CVP,2025-05-29
C250725CVP,2025-05-05T20:00:00Z,88,Fall,Fall,1,NA,CVP,2025-05-20
C250724CVP,2025-05-05T20:00:00Z,93,Spring,Fall,0.99,NA,CVP,2025-05-20
C250723CVP,2025-05-05T20:00:00Z,91,Fall,Fall,0.626,NA,CVP,2025-05-20
C250721CVP,2025-05-05T20:00:00Z,89,Fall,Fall,0.622,NA,CVP,2025-05-20
C250722CVP,2025-05-05T20:00:00Z,84,Fall,Fall,0.468,NA,CVP,2025-05-20
C250727CVP,2025-05-05T22:00:00Z,84,Fall,Fall,0.987,NA,CVP,2025-05-20
C250730CVP,2025-05-05T22:00:00Z,90,Fall,Fall,0.947,NA,CVP,2025-05-20
C250733CVP,2025-05-05T22:00:00Z,84,Fall,Fall,0.901,NA,CVP,2025-05-20
C250726CVP,2025-05-05T22:00:00Z,113,Spring,Fall,0.688,NA,CVP,2025-05-20
C250731CVP,2025-05-05T22:00:00Z,98,Spring,Fall,0.598,NA,CVP,2025-05-20
C250732CVP,2025-05-05T22:00:00Z,85,Fall,Fall,0.546,NA,CVP,2025-05-20
C250728CVP,2025-05-05T22:00:00Z,84,Fall,Fall,0.408,NA,CVP,2025-05-20
C250729CVP,2025-05-05T22:00:00Z,87,Fall,Fall,0.34,NA,CVP,2025-05-20
C250734CVP,2025-05-05T23:59:00Z,82,Fall,Fall,0.999,NA,CVP,2025-05-20
C250735CVP,2025-05-06T02:00:00Z,79,Fall,Fall,0.984,NA,CVP,2025-05-20
C250736CVP,2025-05-06T02:00:00Z,86,Fall,Fall,0.925,NA,CVP,2025-05-20
C250738CVP,2025-05-06T02:00:00Z,95,Spring,Fall,0.898,NA,CVP,2025-05-20
C250737CVP,2025-05-06T02:00:00Z,89,Fall,Fall,0.68,NA,CVP,2025-05-20
C250739CVP,2025-05-06T02:00:00Z,98,Spring,Fall,0.571,NA,CVP,2025-05-20
C250747CVP,2025-05-06T04:00:00Z,85,Fall,Fall,0.997,NA,CVP,2025-05-20
C250740CVP,2025-05-06T04:00:00Z,76,Fall,Fall,0.97,NA,CVP,2025-05-20
C250750CVP,2025-05-06T04:00:00Z,103,Spring,Fall,0.957,NA,CVP,2025-05-20
C250741CVP,2025-05-06T04:00:00Z,77,Fall,Fall,0.942,NA,CVP,2025-05-20
C250745CVP,2025-05-06T04:00:00Z,85,Fall,Fall,0.858,NA,CVP,2025-05-20
C250746CVP,2025-05-06T04:00:00Z,85,Fall,Fall,0.789,NA,CVP,2025-05-20
C250742CVP,2025-05-06T04:00:00Z,79,Fall,Fall,0.732,NA,CVP,2025-05-20
C250749CVP,2025-05-06T04:00:00Z,89,Fall,Fall,0.652,NA,CVP,2025-05-20
C250744CVP,2025-05-06T04:00:00Z,85,Fall,Fall,0.606,NA,CVP,2025-05-20
C250743CVP,2025-05-06T04:00:00Z,82,Fall,Fall,0.595,NA,CVP,2025-05-20
C250748CVP,2025-05-06T04:00:00Z,88,Fall,Fall,0.474,NA,CVP,2025-05-20
C250752CVP,2025-05-06T06:00:00Z,86,Fall,Fall,0.976,NA,CVP,2025-05-20
C250751CVP,2025-05-06T06:00:00Z,84,Fall,Fall,0.86,NA,CVP,2025-05-20
C250753CVP,2025-05-06T08:00:00Z,91,Fall,Fall,0.979,NA,CVP,2025-05-20
C250754CVP,2025-05-06T14:00:00Z,81,Fall,Fall,0.902,NA,CVP,2025-05-20
C250755CVP,2025-05-06T18:00:00Z,94,Spring,Fall,0.989,NA,CVP,2025-05-20
C250758CVP,2025-05-06T18:00:00Z,88,Fall,Fall,0.929,NA,CVP,2025-05-20
C250764CVP,2025-05-06T18:00:00Z,84,Fall,Fall,0.914,NA,CVP,2025-05-20
C250759CVP,2025-05-06T18:00:00Z,94,Spring,Fall,0.905,NA,CVP,2025-05-20
C250756CVP,2025-05-06T18:00:00Z,81,Fall,Fall,0.898,NA,CVP,2025-05-20
C250762CVP,2025-05-06T18:00:00Z,92,Spring,Fall,0.835,NA,CVP,2025-05-20
C250760CVP,2025-05-06T18:00:00Z,79,Fall,Fall,0.795,NA,CVP,2025-05-20
C250757CVP,2025-05-06T18:00:00Z,86,Fall,Fall,0.66,NA,CVP,2025-05-20
C250761CVP,2025-05-06T18:00:00Z,91,Fall,Fall,0.581,NA,CVP,2025-05-20
C250763CVP,2025-05-06T18:00:00Z,95,Spring,Fall,0.541,NA,CVP,2025-05-20
C250766CVP,2025-05-06T22:00:00Z,85,Fall,Fall,0.979,NA,CVP,2025-05-20
C250768CVP,2025-05-06T22:00:00Z,77,Fall,Fall,0.889,NA,CVP,2025-05-20
C250767CVP,2025-05-06T22:00:00Z,81,Fall,Fall,0.793,NA,CVP,2025-05-20
C250765CVP,2025-05-06T22:00:00Z,77,Fall,Fall,0.541,NA,CVP,2025-05-20
C250769CVP,2025-05-06T23:59:00Z,84,Fall,Fall,0.938,NA,CVP,2025-05-20
C250770CVP,2025-05-07T04:00:00Z,93,Spring,Fall,0.968,NA,CVP,2025-05-20
C250771CVP,2025-05-07T08:00:00Z,85,Fall,Fall,0.677,NA,CVP,2025-05-20
C250772CVP,2025-05-07T14:00:00Z,92,Fall,Fall,0.798,NA,CVP,2025-05-20
C250773CVP,2025-05-08T04:00:00Z,93,Fall,Fall,0.565,NA,CVP,2025-05-20
C250774CVP,2025-05-08T04:00:00Z,89,Fall,Fall,0.558,NA,CVP,2025-07-28
C250775CVP,2025-05-08T06:00:00Z,86,Fall,Fall,0.41,NA,CVP,2025-07-28
C250776CVP,2025-05-08T08:00:00Z,81,Fall,Fall,0.963,NA,CVP,2025-05-20
C250777CVP,2025-05-08T23:59:00Z,87,Fall,Fall,0.764,NA,CVP,2025-05-20
C250778CVP,2025-05-09T02:00:00Z,84,Fall,Fall,0.696,NA,CVP,2025-05-20
C250779CVP,2025-05-09T06:00:00Z,86,Fall,Fall,0.957,NA,CVP,2025-05-20
C250780CVP,2025-05-09T23:59:00Z,84,Fall,Fall,0.592,NA,CVP,2025-05-20
C250781CVP,2025-05-10T04:00:00Z,85,Fall,Fall,0.687,NA,CVP,2025-05-20
C250782CVP,2025-05-10T16:00:00Z,92,Fall,Fall,0.803,NA,CVP,2025-05-20
C250783CVP,2025-05-10T22:00:00Z,97,Spring,Fall,0.749,NA,CVP,2025-05-20
C250784CVP,2025-05-10T23:59:00Z,88,Fall,Fall,0.721,NA,CVP,2025-05-20
C250785CVP,2025-05-11T02:00:00Z,87,Fall,Fall,0.995,NA,CVP,2025-05-20
C250787CVP,2025-05-11T04:00:00Z,76,Fall,Fall,0.516,NA,CVP,2025-05-20
C250788CVP,2025-05-11T06:00:00Z,79,Fall,Fall,1,NA,CVP,2025-05-20
C250789CVP,2025-05-11T14:00:00Z,78,Fall,Fall,0.782,NA,CVP,2025-05-20
C250790CVP,2025-05-11T16:00:00Z,83,Fall,Fall,0.794,NA,CVP,2025-05-20
C250791CVP,2025-05-11T16:00:00Z,80,Fall,Fall,0.779,NA,CVP,2025-05-20
C250792CVP,2025-05-11T16:00:00Z,97,Spring,Fall,0.526,NA,CVP,2025-05-20
C250794CVP,2025-05-11T16:00:00Z,86,Fall,Fall,0.521,NA,CVP,2025-05-20
C250793CVP,2025-05-11T16:00:00Z,91,Fall,Fall,0.502,NA,CVP,2025-05-20
C250795CVP,2025-05-11T20:00:00Z,81,Fall,Fall,0.974,NA,CVP,2025-05-20
C250796CVP,2025-05-11T20:00:00Z,90,Fall,Fall,0.947,NA,CVP,2025-05-20
C250797CVP,2025-05-11T20:00:00Z,87,Fall,Fall,0.902,NA,CVP,2025-05-20
C250800CVP,2025-05-11T22:00:00Z,84,Fall,Fall,0.968,NA,CVP,2025-05-20
C250799CVP,2025-05-11T22:00:00Z,79,Fall,Fall,0.902,NA,CVP,2025-05-20
C250798CVP,2025-05-11T22:00:00Z,91,Fall,Fall,0.849,NA,CVP,2025-05-20
C250803CVP,2025-05-11T22:00:00Z,79,Fall,Fall,0.726,NA,CVP,2025-05-20
C250801CVP,2025-05-11T22:00:00Z,86,Fall,Fall,0.563,NA,CVP,2025-05-20
C250804CVP,2025-05-11T23:59:00Z,85,Fall,Fall,0.528,NA,CVP,2025-05-20
C250805CVP,2025-05-12T04:00:00Z,87,Fall,Fall,0.852,NA,CVP,2025-05-20
C250813CVP,2025-05-12T06:00:00Z,94,Fall,Fall,0.879,NA,CVP,2025-05-20
C250809CVP,2025-05-12T06:00:00Z,82,Fall,Fall,0.865,NA,CVP,2025-05-20
C250810CVP,2025-05-12T06:00:00Z,85,Fall,Fall,0.853,NA,CVP,2025-05-20
C250811CVP,2025-05-12T06:00:00Z,81,Fall,Fall,0.793,NA,CVP,2025-05-20
C250807CVP,2025-05-12T06:00:00Z,87,Fall,Fall,0.77,NA,CVP,2025-05-20
C250806CVP,2025-05-12T06:00:00Z,86,Fall,Fall,0.477,NA,CVP,2025-05-20
C250812CVP,2025-05-12T06:00:00Z,94,Fall,Fall,0.347,NA,CVP,2025-05-20
C250808CVP,2025-05-12T06:00:00Z,77,Fall,Fall,0.769,NA,CVP,2025-05-29
C250814CVP,2025-05-12T16:00:00Z,82,Fall,Fall,0.502,NA,CVP,2025-05-29
C250815CVP,2025-05-12T22:00:00Z,88,Fall,Fall,0.597,NA,CVP,2025-05-29
C250816CVP,2025-05-13T23:59:00Z,89,Fall,Fall,0.834,NA,CVP,2025-06-05
C250817CVP,2025-05-14T04:00:00Z,87,Fall,Fall,0.769,NA,CVP,2025-05-29
C250818CVP,2025-05-14T06:00:00Z,86,Fall,Fall,0.879,NA,CVP,2025-05-29
C250819CVP,2025-05-14T22:00:00Z,83,Fall,Fall,0.839,NA,CVP,2025-05-29
C250820CVP,2025-05-15T04:00:00Z,83,Fall,Fall,0.99,NA,CVP,2025-05-29
C250821CVP,2025-05-15T06:00:00Z,81,Fall,Fall,0.827,NA,CVP,2025-05-29
C250822CVP,2025-05-15T08:00:00Z,74,Fall,Fall,0.912,NA,CVP,2025-05-29
C250823CVP,2025-05-15T16:00:00Z,95,Fall,Fall,0.907,NA,CVP,2025-05-29
C250824CVP,2025-05-15T20:00:00Z,91,Fall,Fall,0.7,NA,CVP,2025-05-29
C250825CVP,2025-05-16T12:00:00Z,79,Fall,Fall,0.67,NA,CVP,2025-06-05
C250826CVP,2025-05-16T18:00:00Z,84,Fall,Fall,0.625,NA,CVP,2025-05-29
C250827CVP,2025-05-16T22:00:00Z,82,Fall,Fall,0.74,NA,CVP,2025-05-29
C250828CVP,2025-05-16T22:00:00Z,109,Spring,Fall,0.643,NA,CVP,2025-05-29
C250829CVP,2025-05-17T16:00:00Z,83,Fall,Fall,0.349,NA,CVP,2025-05-29
C250835CVP,2025-05-17T22:00:00Z,95,Fall,Fall,1,NA,CVP,2025-05-29
C250838CVP,2025-05-17T22:00:00Z,87,Fall,Fall,0.915,NA,CVP,2025-05-29
C250834CVP,2025-05-17T22:00:00Z,80,Fall,Fall,0.888,NA,CVP,2025-05-29
C250836CVP,2025-05-17T22:00:00Z,81,Fall,Fall,0.858,NA,CVP,2025-05-29
C250830CVP,2025-05-17T22:00:00Z,90,Fall,Fall,0.702,NA,CVP,2025-05-29
C250837CVP,2025-05-17T22:00:00Z,83,Fall,Fall,0.693,NA,CVP,2025-05-29
C250831CVP,2025-05-17T22:00:00Z,85,Fall,Fall,0.687,NA,CVP,2025-05-29
C250832CVP,2025-05-17T22:00:00Z,87,Fall,Fall,0.517,NA,CVP,2025-05-29
C250833CVP,2025-05-17T22:00:00Z,86,Fall,Fall,0.983,NA,CVP,2025-06-05
C250839CVP,2025-05-17T23:59:00Z,88,Fall,Fall,0.661,NA,CVP,2025-05-29
C250840CVP,2025-05-18T08:00:00Z,85,Fall,Fall,0.995,NA,CVP,2025-05-29
C250841CVP,2025-05-18T10:00:00Z,85,Fall,Fall,0.967,NA,CVP,2025-06-05
C250842CVP,2025-05-18T12:00:00Z,90,Fall,Fall,0.773,NA,CVP,2025-05-29
C250843CVP,2025-05-18T22:00:00Z,92,Fall,Fall,0.988,NA,CVP,2025-05-29
C250844CVP,2025-05-19T06:00:00Z,84,Fall,Fall,0.902,NA,CVP,2025-05-29
C250845CVP,2025-05-19T08:00:00Z,83,Fall,Fall,0.523,NA,CVP,2025-05-29
C250846CVP,2025-05-19T10:00:00Z,91,Fall,Fall,0.917,NA,CVP,2025-05-29
C250847CVP,2025-05-19T12:00:00Z,84,Fall,Fall,1,NA,CVP,2025-06-05
C250848CVP,2025-05-19T12:00:00Z,85,Fall,Fall,0.993,NA,CVP,2025-06-05
C250849CVP,2025-05-19T12:00:00Z,84,Fall,Fall,0.811,NA,CVP,2025-06-05
C250850CVP,2025-05-19T14:00:00Z,84,Fall,Fall,0.983,NA,CVP,2025-06-05
C250851CVP,2025-05-19T22:00:00Z,88,Fall,Fall,0.766,NA,CVP,2025-06-05
C250853CVP,2025-05-19T23:59:00Z,80,Fall,Fall,0.838,NA,CVP,2025-06-05
C250852CVP,2025-05-19T23:59:00Z,82,Fall,Fall,0.758,NA,CVP,2025-06-05
C250857CVP,2025-05-20T02:00:00Z,77,Fall,Fall,0.999,NA,CVP,2025-06-05
C250866CVP,2025-05-20T02:00:00Z,85,Fall,Fall,0.999,NA,CVP,2025-06-05
C250868CVP,2025-05-20T02:00:00Z,83,Fall,Fall,0.998,NA,CVP,2025-06-05
C250856CVP,2025-05-20T02:00:00Z,76,Fall,Fall,0.996,NA,CVP,2025-06-05
C250869CVP,2025-05-20T02:00:00Z,82,Fall,Fall,0.993,NA,CVP,2025-06-05
C250855CVP,2025-05-20T02:00:00Z,86,Fall,Fall,0.989,NA,CVP,2025-06-05
C250858CVP,2025-05-20T02:00:00Z,83,Fall,Fall,0.988,NA,CVP,2025-06-05
C250870CVP,2025-05-20T02:00:00Z,82,Fall,Fall,0.984,NA,CVP,2025-06-05
C250859CVP,2025-05-20T02:00:00Z,91,Fall,Fall,0.97,NA,CVP,2025-06-05
C250863CVP,2025-05-20T02:00:00Z,85,Fall,Fall,0.955,NA,CVP,2025-06-05
C250871CVP,2025-05-20T02:00:00Z,85,Fall,Fall,0.823,NA,CVP,2025-06-05
C250862CVP,2025-05-20T02:00:00Z,93,Fall,Fall,0.787,NA,CVP,2025-06-05
C250865CVP,2025-05-20T02:00:00Z,80,Fall,Fall,0.766,NA,CVP,2025-06-05
C250854CVP,2025-05-20T02:00:00Z,83,Fall,Fall,0.76,NA,CVP,2025-06-05
C250867CVP,2025-05-20T02:00:00Z,87,Fall,Fall,0.683,NA,CVP,2025-06-05
C250861CVP,2025-05-20T02:00:00Z,82,Fall,Fall,0.641,NA,CVP,2025-06-05
C250864CVP,2025-05-20T02:00:00Z,82,Fall,Fall,0.535,NA,CVP,2025-06-05
C250860CVP,2025-05-20T02:00:00Z,78,Fall,Fall,0.497,NA,CVP,2025-06-05
C250873CVP,2025-05-20T04:00:00Z,79,Fall,Fall,0.998,NA,CVP,2025-06-05
C250881CVP,2025-05-20T04:00:00Z,91,Fall,Fall,0.992,NA,CVP,2025-06-05
C250880CVP,2025-05-20T04:00:00Z,88,Fall,Fall,0.991,NA,CVP,2025-06-05
C250876CVP,2025-05-20T04:00:00Z,74,Fall,Fall,0.978,NA,CVP,2025-06-05
C250879CVP,2025-05-20T04:00:00Z,75,Fall,Fall,0.97,NA,CVP,2025-06-05
C250878CVP,2025-05-20T04:00:00Z,77,Fall,Fall,0.952,NA,CVP,2025-06-05
C250872CVP,2025-05-20T04:00:00Z,89,Fall,Fall,0.935,NA,CVP,2025-06-05
C250884CVP,2025-05-20T04:00:00Z,92,Fall,Fall,0.87,NA,CVP,2025-06-05
C250877CVP,2025-05-20T04:00:00Z,75,Fall,Fall,0.834,NA,CVP,2025-06-05
C250875CVP,2025-05-20T04:00:00Z,91,Fall,Fall,0.812,NA,CVP,2025-06-05
C250885CVP,2025-05-20T04:00:00Z,78,Fall,Fall,0.712,NA,CVP,2025-06-05
C250886CVP,2025-05-20T04:00:00Z,81,Fall,Fall,0.676,NA,CVP,2025-06-05
C250883CVP,2025-05-20T04:00:00Z,85,Fall,Fall,0.675,NA,CVP,2025-06-05
C250874CVP,2025-05-20T04:00:00Z,82,Fall,Fall,0.586,NA,CVP,2025-06-05
C250882CVP,2025-05-20T04:00:00Z,84,Fall,Fall,0.5,NA,CVP,2025-06-05
C250887CVP,2025-05-20T06:00:00Z,86,Fall,Fall,0.996,NA,CVP,2025-06-05
C250894CVP,2025-05-20T08:00:00Z,81,Fall,Fall,0.995,NA,CVP,2025-06-05
C250892CVP,2025-05-20T08:00:00Z,81,Fall,Fall,0.952,NA,CVP,2025-06-05
C250888CVP,2025-05-20T08:00:00Z,90,Fall,Fall,0.938,NA,CVP,2025-06-05
C250889CVP,2025-05-20T08:00:00Z,82,Fall,Fall,0.884,NA,CVP,2025-06-05
C250890CVP,2025-05-20T08:00:00Z,90,Fall,Fall,0.865,NA,CVP,2025-06-05
C250891CVP,2025-05-20T08:00:00Z,97,Fall,Fall,0.859,NA,CVP,2025-06-05
C250893CVP,2025-05-20T08:00:00Z,97,Fall,Fall,0.466,NA,CVP,2025-06-05
C250896CVP,2025-05-20T10:00:00Z,79,Fall,Fall,0.917,NA,CVP,2025-06-05
C250895CVP,2025-05-20T10:00:00Z,84,Fall,Fall,0.645,NA,CVP,2025-06-05
C250897CVP,2025-05-20T10:00:00Z,82,Fall,Fall,0.523,NA,CVP,2025-06-05
C250898CVP,2025-05-20T16:00:00Z,87,Fall,Fall,0.978,NA,CVP,2025-06-05
C250899CVP,2025-05-20T22:00:00Z,92,Fall,Fall,0.822,NA,CVP,2025-06-05
C250906CVP,2025-05-20T23:59:00Z,91,Fall,Fall,1,NA,CVP,2025-06-05
C250905CVP,2025-05-20T23:59:00Z,87,Fall,Fall,0.987,NA,CVP,2025-06-05
C250903CVP,2025-05-20T23:59:00Z,75,Fall,Fall,0.979,NA,CVP,2025-06-05
C250909CVP,2025-05-20T23:59:00Z,95,Fall,Fall,0.964,NA,CVP,2025-06-05
C250908CVP,2025-05-20T23:59:00Z,89,Fall,Fall,0.944,NA,CVP,2025-06-05
C250901CVP,2025-05-20T23:59:00Z,85,Fall,Fall,0.909,NA,CVP,2025-06-05
C250904CVP,2025-05-20T23:59:00Z,86,Fall,Fall,0.775,NA,CVP,2025-06-05
C250907CVP,2025-05-20T23:59:00Z,88,Fall,Fall,0.738,NA,CVP,2025-06-05
C250902CVP,2025-05-20T23:59:00Z,84,Fall,Fall,0.72,NA,CVP,2025-06-05
C250900CVP,2025-05-20T23:59:00Z,88,Fall,Fall,0.459,NA,CVP,2025-06-05
